timestamp,action 
1425072595074,TEACH_SERVICE
1425072719182,REDIRECT_SERVICE
1425072915067,ADD_SELFLET
1425072970672,REDIRECT_SERVICE
1425075185065,REMOVE_SELFLET
1425075210634,REMOVE_SELFLET
1425075520633,REMOVE_SELFLET
1425075820633,REMOVE_SELFLET
1425061544593,TEACH_SERVICE
1425061794588,ADD_SELFLET
1425061824589,TEACH_SERVICE
1425061874588,TEACH_SERVICE
1425061884588,TEACH_SERVICE
1425061894587,TEACH_SERVICE
1425062404588,ADD_SELFLET
1425062562427,REDIRECT_SERVICE
1425062930935,REDIRECT_SERVICE
1425062977108,REDIRECT_SERVICE
1425063014589,ADD_SELFLET
1425063764587,ADD_SELFLET
1425064014588,REMOVE_SELFLET
1425072824937,TEACH_SERVICE
1425072834944,TEACH_SERVICE
1425072844941,TEACH_SERVICE
1425072924937,TEACH_SERVICE
1425073074939,ADD_SELFLET
1425075444936,REMOVE_SELFLET
1425072949564,TEACH_SERVICE
1425072979559,TEACH_SERVICE
1425073069560,TEACH_SERVICE
1425073079559,TEACH_SERVICE
1425075469558,REMOVE_SELFLET
1425072963167,REDIRECT_SERVICE
1425073157407,ADD_SELFLET
1425075517408,REMOVE_SELFLET
1425073096246,TEACH_SERVICE
1425073106247,TEACH_SERVICE
1425073116243,TEACH_SERVICE
1425073126269,TEACH_SERVICE
1425073136255,TEACH_SERVICE
1425073146245,TEACH_SERVICE
1425073256241,TEACH_SERVICE
1425075756241,REMOVE_SELFLET
1425076066240,REMOVE_SELFLET
1425075769889,REMOVE_SELFLET
1425075772444,REMOVE_SELFLET
1425076082440,REMOVE_SELFLET
1425076392443,REMOVE_SELFLET
1425061668125,CHANGE_SERVICE_IMPLEMENTATION
1425061678124,CHANGE_SERVICE_IMPLEMENTATION
1425061688125,CHANGE_SERVICE_IMPLEMENTATION
1425061698125,CHANGE_SERVICE_IMPLEMENTATION
1425061708125,CHANGE_SERVICE_IMPLEMENTATION
1425061828127,CHANGE_SERVICE_IMPLEMENTATION
1425061868125,TEACH_SERVICE
1425062188124,ADD_SELFLET
1425062817410,REDIRECT_SERVICE
1425062822328,REDIRECT_SERVICE
1425062898124,ADD_SELFLET
1425063727567,REDIRECT_SERVICE
1425063828124,ADD_SELFLET
1425064538124,REMOVE_SELFLET
1425061871613,TEACH_SERVICE
1425062063753,REDIRECT_SERVICE
1425062151605,ADD_SELFLET
1425062831607,ADD_SELFLET
1425063781605,ADD_SELFLET
1425064321606,TEACH_SERVICE
1425064391606,TEACH_SERVICE
1425064516721,REDIRECT_SERVICE
1425064741605,TEACH_SERVICE
1425064971604,REMOVE_SELFLET
1425061911741,TEACH_SERVICE
1425061921740,TEACH_SERVICE
1425061951757,TEACH_SERVICE
1425062296067,REDIRECT_SERVICE
1425062391740,ADD_SELFLET
1425062406831,REDIRECT_SERVICE
1425062757959,REDIRECT_SERVICE
1425063011738,ADD_SELFLET
1425063811739,ADD_SELFLET
1425064123790,REDIRECT_SERVICE
1425064321738,TEACH_SERVICE
1425064391738,TEACH_SERVICE
1425064761736,ADD_SELFLET
1425065591737,ADD_SELFLET
1425065897966,REDIRECT_SERVICE
1425066045974,REDIRECT_SERVICE
1425066063617,REDIRECT_SERVICE
1425066201736,ADD_SELFLET
1425067101736,ADD_SELFLET
1425067358478,REDIRECT_SERVICE
1425067381908,REDIRECT_SERVICE
1425067446499,REDIRECT_SERVICE
1425067711737,ADD_SELFLET
1425067952747,REDIRECT_SERVICE
1425067963390,REDIRECT_SERVICE
1425068321736,ADD_SELFLET
1425062184699,ADD_SELFLET
1425062234699,TEACH_SERVICE
