timestamp,action 
1423050051013,TEACH_SERVICE
1423050371013,TEACH_SERVICE
1423050391009,TEACH_SERVICE
1423050671010,ADD_SELFLET
1423051281008,ADD_SELFLET
1423052721007,REMOVE_SELFLET
1423053031007,REMOVE_SELFLET
1423053341007,REMOVE_SELFLET
1423050329273,TEACH_SERVICE
1423050339272,TEACH_SERVICE
1423050349272,TEACH_SERVICE
1423050649275,TEACH_SERVICE
1423050709273,ADD_SELFLET
1423050749272,TEACH_SERVICE
1423051359273,ADD_SELFLET
1423052729271,REMOVE_SELFLET
1423039959957,TEACH_SERVICE
1423040023525,REDIRECT_SERVICE
1423040109957,ADD_SELFLET
1423040139960,TEACH_SERVICE
1423040149959,TEACH_SERVICE
1423040719956,ADD_SELFLET
1423041159956,CHANGE_SERVICE_IMPLEMENTATION
1423041329956,ADD_SELFLET
1423041949956,ADD_SELFLET
1423042949956,REMOVE_SELFLET
1423050200321,TEACH_SERVICE
1423050510320,ADD_SELFLET
1423050822285,REDIRECT_SERVICE
1423051240319,ADD_SELFLET
1423052820327,REMOVE_SELFLET
1423050822913,REDIRECT_SERVICE
1423050842970,ADD_SELFLET
1423053022968,REMOVE_SELFLET
1423050740953,ADD_SELFLET
1423053030939,REMOVE_SELFLET
1423050901052,ADD_SELFLET
1423053041049,REMOVE_SELFLET
1423050856263,TEACH_SERVICE
1423051046263,TEACH_SERVICE
1423051126263,TEACH_SERVICE
1423053376262,REMOVE_SELFLET
1423053686261,REMOVE_SELFLET
1423050750160,TEACH_SERVICE
1423050830160,TEACH_SERVICE
1423053410157,REMOVE_SELFLET
1423053710157,REMOVE_SELFLET
1423050981717,ADD_SELFLET
1423051129629,REDIRECT_SERVICE
1423051367490,REDIRECT_SERVICE
1423051412537,REDIRECT_SERVICE
1423051429512,REDIRECT_SERVICE
1423053411715,REMOVE_SELFLET
1423053711715,REMOVE_SELFLET
1423054021715,REMOVE_SELFLET
1423053676572,REMOVE_SELFLET
1423053986572,REMOVE_SELFLET
1423054286572,REMOVE_SELFLET
1423053683101,REMOVE_SELFLET
1423053705290,REMOVE_SELFLET
1423040141198,TEACH_SERVICE
1423040151197,TEACH_SERVICE
1423040231208,ADD_SELFLET
1423040351782,REDIRECT_SERVICE
1423040841195,ADD_SELFLET
1423041101194,CHANGE_SERVICE_IMPLEMENTATION
1423041301194,CHANGE_SERVICE_IMPLEMENTATION
1423041311195,CHANGE_SERVICE_IMPLEMENTATION
1423041321194,CHANGE_SERVICE_IMPLEMENTATION
1423041461194,ADD_SELFLET
1423042071193,ADD_SELFLET
1423043131194,TEACH_SERVICE
1423043171195,REMOVE_SELFLET
1423051370436,TEACH_SERVICE
1423051380437,TEACH_SERVICE
1423051390437,TEACH_SERVICE
1423051400442,TEACH_SERVICE
1423053990434,REMOVE_SELFLET
1423054017984,REMOVE_SELFLET
1423054018335,REMOVE_SELFLET
1423040325031,TEACH_SERVICE
1423040395039,ADD_SELFLET
1423040915030,CHANGE_SERVICE_IMPLEMENTATION
1423040925030,CHANGE_SERVICE_IMPLEMENTATION
1423040935033,CHANGE_SERVICE_IMPLEMENTATION
1423040945032,CHANGE_SERVICE_IMPLEMENTATION
1423040955031,CHANGE_SERVICE_IMPLEMENTATION
1423040965031,CHANGE_SERVICE_IMPLEMENTATION
1423041005031,CHANGE_SERVICE_IMPLEMENTATION
1423041015031,CHANGE_SERVICE_IMPLEMENTATION
1423041115030,ADD_SELFLET
1423041865030,ADD_SELFLET
1423042905029,REMOVE_SELFLET
1423043175029,TEACH_SERVICE
1423043235029,TEACH_SERVICE
1423043565029,REMOVE_SELFLET
1423040314997,TEACH_SERVICE
1423040324993,TEACH_SERVICE
1423040404992,CHANGE_SERVICE_IMPLEMENTATION
1423040414996,CHANGE_SERVICE_IMPLEMENTATION
1423040434994,CHANGE_SERVICE_IMPLEMENTATION
1423040445000,CHANGE_SERVICE_IMPLEMENTATION
